company,source_job_id,title,role_family,city,state,country,workplace_type,employment_type,description_text,qualifications_text,responsibilities_text,first_seen_at,source_posted_at,posting_url
BNY,79407,"Senior Vice President, Data Governance",Risk and Compliance,Lake Mary,FL,United States,unknown,Full time,"We’re seeking a future team member for the role of  Senior   Vice President, Data Leader for Infrastructure  to join our Infrastructure team. This role is located in Lake Mary. The  Infrastructure Platform Data Leader  serves as the primary point of accountability for data governance and data management across the Platform. This role leads data quality, metadata, lineage, authoritative data source certification, data consumption and data risk management activities while partnering with Platform leadership, Business Data Owners, application owners, and the Divisional Data Office to drive data maturity, regulatory compliance, and trusted data outcomes. In this role, you’ll make an impact in the following ways:  Data Governance & Strategy Drive data governance, data quality, metadata management, and data risk management for the Infrastructure organization. Interact with Platform Leadership and the Divisional Data Office to implement enterprise data management strategies and policies. Support and advance the federated data management operating model across the Infrastructure Platform. Lead Platform data maturity assessments and governance improvement initiatives Define and maintain the strategy for Data Mesh adoption, including definition and maintenance of Infrastructure Data Domains Authoritative Data Sources & Metadata Oversee onboarding, certification, and maintenance of Authoritative Data Sources (ADS). Ensure critical datasets are properly documented with business definitions, ownership, lineage, metadata, and data quality controls. Drive governance of Critical Data Elements (CDEs) and business glossary content. Promote trusted data sourcing and governed data consumption across the Platform. Data Quality & Risk Management Establish and monitor Platform data quality controls, metrics, and remediation processes. Lead identification, measurement, escalation, and mitigation of data risks. Partner with Data Owners, Dataset Owners and Application Managers to resolve data quality issues and implement preventative controls. Monitor compliance with data governance policies and standards. Reporting & Stakeholder Management Provide visibility into data quality, certification status, onboarding progress, and Platform data risks. Coordinate governance forums, stakeholder engagement, and communications across business and technology teams. Represent the Infrastructure Platform during audits, regulatory reviews, and enterprise governance activities. AI-Ready Data Enablement Support AI-enabled initiatives by ensuring data assets are well-governed, trusted, documented, and reusable. Promote responsible data management practices that enable advanced analytics and AI adoption. To be successful in this role, we’re seeking the following:  Required Qualifications: 10+ years of experience in Data Management, Data Governance, Data Quality, Metadata Management, or related disciplines. 5+ years of leadership experience managing teams or enterprise governance programs. Strong understanding of data governance frameworks, metadata management, data quality, lineage, and authoritative data source concepts.              Experience implementing data governance programs within complex technology environments. Strong stakeholder management and communication skills. Experience with data governance platforms such as Collibra or equivalent. Preferred Qualifications: Financial services industry experience. Experience with DCAM, BCBS 239, or similar governance frameworks. Knowledge of Infrastructure, Technology, or Enterprise Platform data domains. Experience supporting AI-ready data governance initiatives.",,,2026-08-21 18:06:24.719399,2026-08-06 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/79407
BNY,79658,"Director, Full-Stack Engineer",Software Engineering,Dallas,TX,United States,unknown,Full time,"BNY's Loans Platform team is building the firm's strategic platform for loans and structured credit products, including notes and CLOs. It combines AI-powered document processing, a deterministic policy engine, event-driven agent services, and blockchain-based transaction recording to modernize how complex credit agreements are onboarded and serviced and how trades are settled at scale. The platform will replace legacy loans systems.   This is a hands-on, AI-enabled engineering role. You'll write production code using Codex or Claude, own production systems, and ship features that process real financial transactions. The team is intentionally small and senior, using AI throughout the software development lifecycle to operate with exceptional leverage. You'll also provide technical leadership, setting engineering standards, mentoring the team, and driving the platform roadmap alongside active client delivery. Success means shipping a high-quality product that clients adopt-one that reduces costs and generates revenue for the firm.   The Platform   AI-powered document processing-LLM pipelines that extract and structure complex financial terms from several-hundred-page credit agreements using RAG architectures and knowledge graph platforms. Policy engine- per-deal rule sets generated from extracted terms that encode interest accrual, margin pricing, drawdown validation, amortization schedules, fees, and default behavior as deterministic, auditable business logic. Agent services-event-driven Java services that orchestrate day-to-day loan servicing -contract creation, accrual processing, rate resets, paydowns, borrower elections- by querying the policy engine and recording transactions on-chain. Blockchain ledger- smart contracts on a private chain that serve as the immutable record of all cash movements, position updates, and schedule changes. Operations tooling-React dashboards for operations teams, lenders, and borrowers, with integrated exception-management workflows.   What You'll Do   Take primary ownership of one area of the platform while contributing across the stack- backend services (Java/Python), frontend tooling (React), AI orchestration, smart contracts, or policy logic Design, build, and own components end-to-end from technical discovery through production deployment Architect event-driven systems using Kafka, containerized deployments, and resilient distributed-systems patterns Lead technical discovery and rapid prototyping to validate new capabilities before committing to production builds Establish coding standards, architectural patterns, and engineering best practices that keep the codebase maintainable as the team scales Mentor engineers, lead code reviews, and create a culture of technical rigor Collaborate with product, operations, and compliance teams to translate business requirements into working systems Communicate technical strategy and trade-offs to senior leadership in clear, actionable terms   What You Bring   10+ years of software engineering experience, with a strong track record of shipping production systems. Deep proficiency in at least one layer of stack -backend services, frontend UIs, AI/ML systems, blockchain, or data infrastructure with the ability to work across others Strong fundamentals in distributed systems, event-driven architecture, and API design Experience with some combination of: Java, Python, React, Kafka, Oracle, Snowflake, Docker/Kubernetes Fluency with AI-assisted software development, including using coding agents such as Codex and Claude to move quickly without compromising quality Experience with LLMs, prompt engineering, RAG architectures, or AI/ML integration is a strong plus Familiarity with blockchain, smart contracts, or on-chain transaction systems is a strong plus Financial services or capital markets experience is a plus - you don't need to be a loan expert, but you should be comfortable learning the domain quickly You default to building and shipping over theorizing -prototypes, working code, and measurable results matter more than slide decks   Why This Role   This isn't a typical enterprise engineering job. You'll work at the intersection of AI, programmable policy, and financial infrastructure- building systems that digitize complex legal documents, automate loan servicing operations, and drive real money movement. The problems are hard, the domain is complex, and the impact is direct.",,,2026-08-21 18:06:25.733470,2026-08-06 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/79658
BNY,79659,"Director, Full-Stack Engineer",Software Engineering,Dallas,TX,United States,unknown,Full time,"BNY's Loans Platform team is building the firm's strategic platform for loans and structured credit products, including notes and CLOs. It combines AI-powered document processing, a deterministic policy engine, event-driven agent services, and blockchain-based transaction recording to modernize how complex credit agreements are onboarded and serviced and how trades are settled at scale. The platform will replace legacy loans systems.   This is a hands-on, AI-enabled engineering role. You'll write production code using Codex or Claude, own production systems, and ship features that process real financial transactions. The team is intentionally small and senior, using AI throughout the software development lifecycle to operate with exceptional leverage. You'll also provide technical leadership, setting engineering standards, mentoring the team, and driving the platform roadmap alongside active client delivery. Success means shipping a high-quality product that clients adopt-one that reduces costs and generates revenue for the firm.   The Platform   AI-powered document processing-LLM pipelines that extract and structure complex financial terms from several-hundred-page credit agreements using RAG architectures and knowledge graph platforms. Policy engine- per-deal rule sets generated from extracted terms that encode interest accrual, margin pricing, drawdown validation, amortization schedules, fees, and default behavior as deterministic, auditable business logic. Agent services-event-driven Java services that orchestrate day-to-day loan servicing -contract creation, accrual processing, rate resets, paydowns, borrower elections- by querying the policy engine and recording transactions on-chain. Blockchain ledger- smart contracts on a private chain that serve as the immutable record of all cash movements, position updates, and schedule changes. Operations tooling-React dashboards for operations teams, lenders, and borrowers, with integrated exception-management workflows.   What You'll Do   Take primary ownership of one area of the platform while contributing across the stack- backend services (Java/Python), frontend tooling (React), AI orchestration, smart contracts, or policy logic Design, build, and own components end-to-end from technical discovery through production deployment Architect event-driven systems using Kafka, containerized deployments, and resilient distributed-systems patterns Lead technical discovery and rapid prototyping to validate new capabilities before committing to production builds Establish coding standards, architectural patterns, and engineering best practices that keep the codebase maintainable as the team scales Mentor engineers, lead code reviews, and create a culture of technical rigor Collaborate with product, operations, and compliance teams to translate business requirements into working systems Communicate technical strategy and trade-offs to senior leadership in clear, actionable terms   What You Bring   10+ years of software engineering experience, with a strong track record of shipping production systems. Deep proficiency in at least one layer of stack -backend services, frontend UIs, AI/ML systems, blockchain, or data infrastructure with the ability to work across others Strong fundamentals in distributed systems, event-driven architecture, and API design Experience with some combination of: Java, Python, React, Kafka, Oracle, Snowflake, Docker/Kubernetes Fluency with AI-assisted software development, including using coding agents such as Codex and Claude to move quickly without compromising quality Experience with LLMs, prompt engineering, RAG architectures, or AI/ML integration is a strong plus Familiarity with blockchain, smart contracts, or on-chain transaction systems is a strong plus Financial services or capital markets experience is a plus - you don't need to be a loan expert, but you should be comfortable learning the domain quickly You default to building and shipping over theorizing -prototypes, working code, and measurable results matter more than slide decks   Why This Role   This isn't a typical enterprise engineering job. You'll work at the intersection of AI, programmable policy, and financial infrastructure- building systems that digitize complex legal documents, automate loan servicing operations, and drive real money movement. The problems are hard, the domain is complex, and the impact is direct.",,,2026-08-21 18:06:26.766298,2026-08-06 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/79659
BNY,80039,"Senior Director, Client Executive",Risk and Compliance,New York,NY,United States,unknown,Full time,"Senior Director, Client Executive – Insurance Segment At BNY, our culture allows us to run our company better and enables employees’ growth and success.  As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. We’re seeking a future team member for the role of Senior Director, Client Executive – Insurance Segment to join our Global Client Management team. This role is located in New York City, NY In this role, you’ll make an impact in the following ways:  Leads a significant portion of assigned function for the firm.     Acts as the primary interface between specific business/functional area and leadership.     Oversees initiatives that are defined by business strategy and contribute to the organizations values and vision.  Identifies business unit requirements, creates project and process specifications, coordinates with project teams and ensures that projects are on schedule and within budget.     Develops and executes functional strategy to achieve key business objectives.  Ensures work is integrated across teams and that the work produced meets product/service standards and exceeds quality standards.     Partners with revenue areas to improve efficiency, effectiveness, productivity and/or control.     Leads recruitment efforts and manages and develops teams to maximize their collective contributions.     Motivates lower-level managers to maximize their contributions and encourage professional growth.  Oversees the development of policies and processes to ensure the overall success of teams. Ensures procedures are synthesized across the function.  Contributes to the setting and achievement of functional objectives.     Manages through collaboration within our Platform Operating Model to engage across Product, Sales, Marketing & Commercialization teams  Segment lead to aggregated approach for growth within this segment  Create, refine and execute on customized solutions working across product and design leads  Deliver solutions, value-articulation and consultative engagement with clients and prospects  Engage and bridge engagements with our Sales team to facilitate the feedback loop between market feedback and strategic roadmap direction    To be successful in this role, we’re seeking the following:  Bachelor’s degree or the equivalent combination of education and experience is required.     Advanced/graduate degree preferred.  15 years of total work experience   Experience in securities or financial services preferred  A passion for the business, ‘drive to win’ and outperformance mindset     Commercial focus on growing the bottom-line while mitigating/managing risk     Intellectual curiosity; desire to constantly learn and continuously improve  Ability to inspire others to action and able to draw on broader teams to deliver a superior outcome for clients and the firm  Expert knowledge of financial services industry, including business models, players, new entrants, significant trends, and outlook  Ability to analyze problems or situations and apply a structured, analytic approach to developing solutions that progress our and our clients’ agendas     Demonstrate excellent judgement and a fact-based approach to evaluation and decision making  Strong communication and presentation skills (both verbally and in writing); able to articulate complex information in a clear and simple manner to a variety of audiences  Strong leadership; calm presence and ability to instill confidence in key stakeholders, internally and externally     Strong negotiation and influencing skills  Consummate professional; able to navigate a matrixed organization     At BNY, our culture speaks for itself, check out the latest BNY news at: BNY Newsroom BNY LinkedIn     Here’s a few of our recent awards:  America’s Most Innovative Companies, Fortune, 2025 World’s Most Admired Companies, Fortune 2025 “Most Just Companies”, Just Capital and CNBC, 2025 Our Benefits and Rewards: BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.    BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-08-21 18:06:27.762374,2026-08-06 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/80039
BNY,73480,"Vice President, Client Operations",Operations,Los Angeles,CA,United States,unknown,Full time,"Vice President, Client Operations At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innovators and champions, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. We’re seeking a future team member for the role of  Vice President, Client Operations  to join our team. This role is located in  Los Angeles, CA. In this role, you’ll make an impact in the following ways:    Develop and implement client service strategies by utilizing in-depth knowledge of client operations and industry best practices.  Lead initiatives to enhance client satisfaction and operational efficiency by continuously evaluating and improving service delivery processes. Ensure compliance with regulatory requirements and company policies by maintaining up-to-date knowledge of industry standards and implementing necessary changes. Collaborate with cross-functional teams to address client needs and resolve complex issues, demonstrating strong problem-solving skills. Provide expert guidance and support to internal teams and clients, fostering a culture of excellence and continuous improvement. Provide expert guidance and support to internal teams and clients, fostering a culture of excellence and continuous improvement. Analyze client feedback and operational data to drive improvements and inform strategic decision-making.   To be successful in this role, we’re seeking the following:    Bachelor’s degree in business, Finance, or a related field.  Advanced degree, FINRA security licenses or professional certification preferred. 7-12 years of professional experience, securities brokerage experience preferred. Strong analytical and problem-solving skills, with the ability to interpret complex data and make informed decisions. Excellent communication and interpersonal skills, capable of building strong relationships with clients and internal teams. Proficiency in client service operations and a thorough understanding of industry regulations and standards.   At BNY, our culture speaks for itself, check out the latest BNY news at: BNY Newsroom BNY LinkedIn  Here’s a few of our recent awards:  America’s Most Innovative Companies, Fortune, 2025 World’s Most Admired Companies, Fortune 2025 “Most Just Companies”, Just Capital and CNBC, 2025 Our Benefits and Rewards: BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.  BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans. BNY assesses market data to ensure a competitive compensation package for our employees. The base salary for this position is expected to be between $80,000 and $180,000 per year at the commencement of employment. However, base salary if hired will be determined on an individualized basis, including as to experience and market location, and is only part of the BNY total compensation package, which, depending on the position, may also include commission earnings, discretionary bonuses, short and long-term incentive packages, and Company-sponsored benefit programs.  This position is at-will, and the Company reserves the right to modify base salary (as well as any other discretionary payment or compensation) at any time, including for reasons related to individual performance, change in geographic location, Company or individual department/team performance, and market factors.",,,2026-08-21 18:06:28.810482,2026-08-05 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/73480
BNY,77597,"Specialist II, Corporate Trust Transaction Management",Risk and Compliance,Pittsburgh,PA,United States,unknown,Full time,"We’re seeking a future team member for the role of Specialist II , Corporate Trust Transaction Management  to join our Global Corporate Trust team. This role is located in New York, NY; Pittsburgh, PA; Houston, TX. In this role, you’ll make an impact in the following ways:  Facilitate client onboarding activities and associated responsibilities. Ensure transactions are established correctly and mitigate risk through thorough document review whilst meeting client objectives. Monitor and ensure compliance with applicable regulations, internal policies, and client requirements during the onboarding process. Identify opportunities to improve process documentation accuracy to enhance service delivery. Accurately enter and maintain deal information in internal systems and databases, ensuring data integrity and compliance with internal data governance standards. Identify, escalate, and help mitigate potential risks associated with the onboarding process. Coordinate moderately complex information/tasks with team members or internal and external parties while reviewing transaction terms. Escalate potential issues to senior team members, as appropriate. Ensure BNY remains compliant with applicable regulations and policies and procedures. Identify and apply AI-enabled tools, where appropriate, to improve the efficiency, accuracy, and timely completion of assigned tasks while maintaining compliance with applicable policies and procedures.   To be successful in this role, we’re seeking the following:  Bachelor’s degree or above, preferably in finance or a related area, or the equivalent combination of education and experience is required. 1-3 years of total work experience preferred. Experience in deal onboarding or corporate trust operations. Knowledge of regulatory frameworks affecting investment banking and trust operations. Proven ability to take initiative, work independently, and manage assigned responsibilities in a timely and effective manner. Demonstrated strong attention to detail and accuracy in reviewing documentation, processing transactions, and maintaining records.",,,2026-08-21 18:06:29.777774,2026-08-05 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77597
BNY,77733,"Vice President, Production Support Analyst-AI Adoption-Liquidity & Margin Service Platform",Risk and Compliance,Pittsburgh,PA,United States,unknown,Full time,"Vice President, Production Support Analyst-AI Adoption-Liquidity & Margin Service Platform At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary. We’re seeking a future team member for the role of  Vice President, Production Support Analyst-AI Adoption-Liquidity & Margin Service Platform  to join our  Liquidity and Margin Services  team in the  Markets  space. This role is located in  Pittsburgh In this role, you’ll make an impact in the following ways: • Provide production services support for critical  Liquidity and Margin Services  applications, ensuring platform stability, availability, and operational resilience • Act as the  first line of defense  for supported applications, proactively monitoring systems, alerts, dashboards, and batch processes to identify and mitigate risks before business impact occurs • Investigate and resolve production incidents, user issues, and service requests raised by Operations, Product, and Client Service teams • Perform incident triage, impact assessment, root cause analysis, and escalation to appropriate development teams when required • Serve as the bridge between  business users and application development teams , ensuring clear communication, timely updates, and effective issue resolution • Support production change activities, including validation, implementation readiness, post-change checks, and adherence to change governance processes • Maintain accurate operational records through  ServiceNow incidents (INC) ,  change requests (RFC) , and related support documentation • Support and maintain monitoring configurations, alerting thresholds, and operational runbooks to improve early detection and response capabilities • Partner with development, infrastructure, middleware, database, and enterprise support teams in a  platform operating model  to deliver reliable service outcomes • Contribute to continuous improvement efforts by identifying recurring issues, automation opportunities, and process optimization initiatives • Provide timely status communications to internal stakeholders during incidents, outages, and priority production events • Support applications across the Liquidity and Margin Services portfolio  • Leverage AI-enabled tools and modern support practices to improve investigation efficiency, knowledge management, and operational productivity • Create and maintain knowledge articles, support guides, FAQs, Confluence documentation, and troubleshooting notes for team-wide use To be successful in this role, we’re seeking the following: • Bachelor’s degree in computer science, engineering, information systems, or a related discipline, or equivalent work experience required • Significant experience in  production support, application support, or production services  within financial services or a comparable high-availability environment • Strong understanding of  incident, problem, and change management  processes • Experience using service management and workflow tools such as  ServiceNow  for incidents, change requests, and operational tracking • Hands-on experience with application monitoring, alert management, and observability tooling • Ability to investigate application failures, data issues, job failures, interface breakdowns, and environment-related incidents across distributed systems • Strong analytical and troubleshooting skills, with the ability to assess impact, identify probable causes, and coordinate resolution across multiple teams • Experience supporting business-critical applications in a fast-paced, time-sensitive production environment • Strong communication and stakeholder management skills, with the ability to provide concise updates to technical and non-technical audiences • Ability to work closely with Operations, Product, Client Service, and development teams while maintaining strong ownership and accountability • Knowledge of middleware, messaging, scheduling, or integration patterns such as  MQ, Kafka, APIs, file transfers, or batch processing  is preferred • Familiarity with database querying and analysis using  SQL  is preferred • Comfort working across  Windows and Linux  environments • Experience with scripting or automation for support efficiency is a plus • Familiarity with  Confluence , knowledge repositories, operational playbooks, and support documentation practices • Understanding of production controls, application health checks, alert tuning, and operational risk reduction • Ability to remain calm under pressure, manage priorities effectively, and drive incidents through to resolution • Experience using AI tools such as  GitLab ,  Windsurf ,  Copilot , or similar productivity tools is a plus At BNY, our culture speaks for itself, check out the latest BNY news at: BNY Newsroom BNY LinkedIn Here’s a few of our recent awards: • America’s Most Innovative Companies, Fortune, 2025 • World’s Most Admired Companies, Fortune, 2025 • “Most Just Companies”, Just Capital and CNBC, 2025 Our Benefits and Rewards: BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter. BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-08-21 18:06:30.789869,2026-08-05 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/77733
BNY,78378,"Senior Director, POM Technical Product Management - Developer Marketplace",Software Engineering,New York,NY,United States,unknown,Full time,"We’re seeking a future team member for the role of Senior Director, POM Technical Product Management, to join our BNY Developer Experience team. This role is located in New York, NY. In this role, you’ll make an impact in the following ways: Product Vision & Strategy : Develop product “North Star” considering needs of multiple business lines, competitive landscape, and working closely with design and engineering peers to ensure clear vision and long-term strategy for execution Product Development and Prioritization : Lead the product development across multiple pods, helping product owners prioritize backlog and intake items from partner teams. Where needed complete detailed requirements for design, development, testing, and deployment. Product Adoption : Lead roll-out for products coordinating timing with broader platform and key partner releases. Responsible for maintaining and continually improving product to ensure target adoption and results in line with OKR set in strategy  Lead and Develop Product Owners : Help build out cross functional team coaching product management best practices   To be successful in this role, we’re seeking the following: · Bachelor's degree in finance, Business, Computer science, or a related field. MBA or relevant advanced degree is desirable. · Minimum 10 years of experience in product management, preferably within the financial services or fintech industry. · Strong understanding of digital technologies, including web and mobile applications, APIs and data analytics with a design first sensibility in all stages of the product development lifecycle. · Deep understanding of customer needs and a commitment to delivering exceptional user experiences, along with excellent communication and analytical skills.",,,2026-08-21 18:06:32.803203,2026-08-05 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/78378
BNY,79795,"Senior Vice President, Client Processing Manager",Operations,Jersey City,NJ,United States,unknown,Full time,"We are seeking a Senior Vice President to lead our Institutional Trade Maintenance and Fail Management processing teams. This leader will be responsible for overseeing day-to-day processing, client support, operational quality, risk management, and people leadership across a medium to large-sized team or multiple smaller client processing teams. The ideal candidate will bring deep brokerage processing experience, strong leadership capabilities, and a proven ability to drive operational excellence in a fast-paced environment. In this role, you’ll make an impact in the following ways: Manage a medium to large-sized team or multiple small Client Processing teams responsible for institutional trade maintenance and fail management activities. Oversee all aspects of client account servicing, inquiries, transactional processing, and problem resolution. Serve as a top level of support for external clients whose issues were not resolved through standard channels or lower levels of support. Ensure the volume of work produced meets product and service standards, exceeds quality expectations, and is appropriately reviewed and documented. Lead the execution of trade maintenance processes, including trade amendments, cancellations, allocations, settlements support, and fail resolution. Monitor daily processing workflows to ensure accuracy, timeliness, and adherence to service level expectations. Identify operational risks, process gaps, and control weaknesses, and implement solutions to improve efficiency and mitigate exposure. Partner with internal stakeholders across operations, client service, risk, compliance, and technology to resolve issues and enhance the client experience. Drive continuous improvement efforts focused on scalability, control, transparency, and service delivery. Support a strong control environment by ensuring procedures are documented, exceptions are escalated, and regulatory/business requirements are met.   To be successful in this role, we’re seeking the following: Bachelors degree or the equivalent combination of education and experience is required. 7-10 years of total work experience is preferred with at least 1-3 years in management. Experience in brokerage processing is preferred. Applicable local/regional licenses or certifications as required by the business. People Leadership requirement: Recruits, directs, motivates and develops staff, maximizing their individual contribution, their professional growth and their ability to function effectively with their colleagues as a team. Strong knowledge of institutional trade lifecycle, trade maintenance, settlement processes, and fail management. Demonstrated ability to manage operational risk, improve processes, and lead through change. Excellent client service, escalation management, and problem-solving skills. Strong communication and relationship management skills, with the ability to work effectively across teams and with external clients. Sets clear performance expectations and provides ongoing coaching and feedback. Builds an inclusive, high-performing team culture focused on accountability, collaboration, and continuous improvement. Develops bench strength and succession plans to support organizational needs and long-term team effectiveness.   Preferred leadership competencies: Proven ability to lead teams in a high-volume, deadline-driven operational environment. Strong decision-making and judgment, especially in escalated client and processing situations. Ability to balance client needs, operational priorities, and risk requirements. Results-oriented mindset with a focus on quality, control, and service excellence.",,,2026-08-21 18:06:34.858727,2026-08-05 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/79795
BNY,79844,"Vice President, Technical Writer",Other,Pittsburgh,PA,United States,hybrid,Full time,"At BNY, our culture allows us to run our company better and enables employees’ growth and success.  As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide.   Recognized as a top destination for innovators, BNY is where bold ideas meet advanced technology and exceptional talent. Together, we power the future of finance – and this is what #LifeAtBNY is all about. Join us and be part of something extraordinary.   We’re seeking Vice President, Technical Writer   professional to join our   team in Pittsburgh, PA. In this role, you'll make an impact in the following ways: Develop and manage comprehensive technical documentation by leveraging expertise in technical writing and product design principles.  - Collaborate with cross-functional teams to gather information and insights, ensuring documentation accuracy and relevance.  - Implement best practices in technical writing to enhance user experience and accessibility of information.  - Review and refine existing documentation to ensure alignment with BNY's strategic objectives and principles.  - Mentor and guide junior technical writers, promoting a culture of continuous learning and improvement.  - Stay abreast of industry trends and innovations in technical writing to maintain cutting-edge documentation practices.  To be successful in this role, we're seeking the following: -Bachelor's degree in English, Communications, Engineering, or a related field.  - 6-10 years of experience.   -Exceptional written and verbal communication skills.  - Strong organizational and project management abilities.  - Proficiency in technical writing tools and software.     At BNY, our culture speaks for itself, check out the latest BNY news at:  BNY Newsroom   BNY LinkedIn       Here’s a few of our recent awards:   America’s Most Innovative Companies, Fortune, 2025  World’s Most Admired Companies, Fortune 2025  “Most Just Companies”, Just Capital and CNBC, 2025    Our Benefits and Rewards:    BNY offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life’s journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves, including paid volunteer time, that can support you and your family through moments that matter.      BNY is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.",,,2026-08-21 18:06:35.787125,2026-08-05 00:00:00,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/BNY-Careers/job/79844
